Precio,Direccion,Actualizado,Gastos_Comunes,Piso,Apartamentos_por_Pisos,Cantidad_de_Pisos,Tipo_de_Propiedad,Zona,Estado,Disposicion,Banos,Habitaciones,M2_edificados,M2_de_terraza,M2_del_terreno,Ano_de_Construccion,Dormitorios,Garajes,Plantas,Vista_al_mar,Vivienda_Social,Deposito,Barbacoa,Calefaccion,Mascota,Playroom,GYM,Cochera,Gas_Caneria,Patio,Solarium,Jardin,Duplex,Salon,Aire_Acondicionado,Losa_Radiante,Closet,Parrillero,Balcon,WiFi,Piscina,Amueblado,Descripcion
625,Alma Corso 203,2023-05-10,250,2,6,11,Apartamento,Centro,A estrenar,No aplica,1,3,62,9,62,2020,2,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ALQUILER APARTAMENTO UN DORMITORIO CENTRO MONTEVIDEOUltima unidad en alquiler de un dormitorio, un baño, en uno de los edificios mas hermosos del centro de Montevideo de la mano de Carlos Ott, maravillosa construcción como pocas en nuestra ciudad !!Amenities divinos, cómodos, solarium y parrilleros con unas vistas únicas !!!Barrio en pleno crecimiento, el local de abajo del edificio nos deleita con un hermoso café y restaurante dándole vida a la zona y crecimiento !!!Garaje $ 4000GARANTIAS: PORTONO TE LO PIERDAS !!!!"
1600,,2023-10-05,375,0,0,0,Apartamento,Puerto Buceo,Excelente estado,Al frente,1,2,65,0,65,0,1,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Apartamento de 65m² todo equipado con muy buen gusto, cuenta con espacio para un auto independiente. Un apartamento que es todo un sueño por su amplitud de espacios, el diseño del inmueble y la calidad de sus acabados.Living al frente con amplia terraza con vista al Puertito del Buceo, cocina integrada (con anafe, horno, extractor, refrigerador, microondas, lavadora), baño completo, dormitorio al frente con terraza. Calefacción individual AMENITIESEl edificio cuenta con amenities de primer nivel y se asemeja a la experiencia de vivir con las comodidades de un resort. Parque de 3500 mts2, piscina in-out-, piscina para niños, piscina de nado contra corriente, gimnasio, vestuarios, sauna y sala de masajes, salón de usos múltiples con acceso independiente, espacio gourmet, business center, salón para niños y adolescentes, vigilancia 24 hs, grupo electrógeno para áreas comunes y bicicleteros, etcComunícate con nosotros por mas información o para coordinar una visita"
27000,Avenida Italia 7274,2023-06-02,0,0,0,3,Edificio,Carrasco,Excelente estado,No aplica,3,2,1300,0,1300,2013,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"CARRASCO SUR:Edificio corporativo único por sus características y ubicación. Sobre Avda. Italia entre Gral. French y Lido. 1.300 m2 construidos sobre un terreno de 1.721 m2.Muy próximo al centro de Carrasco, de la Rambla y próximo al Aeropuerto Internacional de Carrasco, con excelente locomoción hacia el centro de la ciudad y a poco más de una hora de Punta del Este.Edificio en cuatro niveles que incluyen: Plantas de oficina con divisiones móviles + 12 baños - Ascensor - Comedor - 2 barbacoas – estacionamiento interior y exterior. Gran parque perimetral con fuente de agua y seguridad perimetral – Caseta de vigilancia - cerca eléctrica. Exclusa de acceso. Ascensor con caja de escalera contigua completamente cerrada.Inmejorable calidad de construcción que contempla todos los detalles de la tecnología moderna, Aire Acond. y cableado de tensiones débiles.Barbacoa de planta baja con jardín y barbacoa en azotea.Instalaciones de última generación. Todo en impecable estado.ALQUILER : U$S 27.000OCUPACION INMEDIATA!!!! Comercializa RICARDO FRECHOU PROPIEDADES - Rostand 1596 - Teléfonos.: *** o *** E-mail: *** "
850,01 Libertador,2023-09-19,195,0,0,0,Apartamento,Aguada,A estrenar,Al frente,1,3,45,0,45,0,2,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Referencia 2113Alquiler hermoso apartamento a estrenar en Aguada, Sobre Av Libertador.2 dorm + Garaje.Alquiler $34000G. Comunes $7800Garantias: Anda, CGN, Aseguradoras.¡Coordine su visita!B&M Bienes Raices"
412,"Vilardebó 1633, Montevideo Departamento de Montevideo, Uruguay",2023-09-14,0,0,0,0,Local Comercial,Reducto,Buen estado,No aplica,1,2,40,0,30,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Local comercial ubicado en la zona de Reducto, más precisamente en Vilardebó entre Pando y Marsella.Cuenta con kitchenette y baño, 30 m2 edificados y un pequeño patio de 10m2, cortina metálica. Garantías: ANDA, FIDECIU, CONTADURIA Y PORTO.Precio de alquiler: $17.000"
2600,Barradas y Rivera,2023-09-28,750,3,16,5,Apartamento,Carrasco,Excelente estado,Al frente,3,4,157,24,157,2014,3,2,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,"Espectacular apartamento con vista despejada desde todos sus ambientes.Barradas y Rivera. Edificio moderno. 3er piso al frente con gran vista al parque. Es un apartamento AMPLIO y muy luminoso.160 metros + 30 metros de terrazas. Hall de entrada amplio con despojador y toilette. Cocina bien amplia, terraza lavadero. Dormitorio de servicio completo.Living comedor amplio con estufa a leña, salida a terraza con parrillero. Estar con salida a terraza (puede ser 4to dorm)3 dormitorios amplios todos con placares, 2 baños completos grandes, uno de ellos en suite.Calefacción por losa radiante. Aire Acondicionado. Todo el apartamento con buenos pisos de madera y muy buenos placares.El edificio cuenta con vigilancia 24 horas y cerca eléctrica con alarma. Gastos comunes: $ 30000 promedio anualCon garage para 2 autos + Box.Muy luminoso. Impecable."
550,Rambla República de Chile ,2023-09-19,137,5,6,0,Apartamento,Malvín,Excelente estado,Contrafrente,1,1,31,0,31,1998,0,1,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Apartamento disponible para alquiler! Ofrecemos este inmueble ubicado en Malvin, más precisamente en Rambla República de Chile.Son 31 m2 en los que encontramos al ingreso cocina con barra integrada al living, muebles sobre y bajo mesada. Living comedor luminoso gracias a su orientación NorteDormitorio al fondo con ventana y muy buena ventilación y luminosidad. El apartamento cuenta con garage fijo en planta baja con espacio para vehículo y posibilidad de anexar box.Gastos comunes: $5.500 (Portería 24 hs, limpieza y mantenimiento de los 2 ascensores, Ose, Saneamiento, administración) Garantías: Aseguradoras, Anda, ContaduriaEn el último piso se encuentra la barbacoa con parrillero y juegos con muy lindas vistas a la rambla de Malvín. In Situ PropiedadesHonorarios inmobiliarios el equivalente a 1 mes de alquiler más IVA.Llamanos o envianos un whatsapp al *** "
1500,Etchevarriarza 3374,2023-09-28,500,2,0,0,Apartamento,Pocitos Nuevo,Excelente estado,Al frente,3,4,0,0,97,2010,3,2,1.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"ETCHEVARRIARZA Y PEREIRA DE LA LUZModerno apartamento de 3 dormitorios en excelente ubicación, en una zona residencial a pasos del mar y de todos los servicios.Living-comedor a frente con cómodo balcón, orientación Norte.Dormitorio principal al frente con muy buenos placares y baño en suite. Toilette. Dos dormitorios con placares y un baño completo.Cocina definida con terraza lavadero. 2 garajes y box.Calefacción eléctrica individual. Vigilancia 24 horas. Barbacoa con parrillero en el edificio.Gastos comunes $20.000.ALQUILER $60.000Por consultas y coordinación de visitas: FERRANDO NEGOCIOS INMOBILIARIOS (CW205538)"
675,Av Joaquin Suarez y Grito de Ascencio,2023-10-03,0,0,0,0,Apartamento,Prado,Buen estado,Al frente,1,1,0,0,600,1998,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Hermoso apartamento de dos dormitorios ubicado a metros del club Urunday sobre al Avenida Suarez.Living comedor, 2 dormitorios, cocina y bañoEl apartamento cuenta con parrillero.No paga Gastos Comunes. (CW205692)"
575,Obligado y Rivera,2023-10-08,95,1,4,2,Apartamento,Pocitos,Buen estado,Al frente,1,3,50,0,50,1947,2,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,"Divino tres  ambientes a la calle, dos dormitorios al frente uno con balcón, living comedor con terraza al frente, cocina integrada casi definida, anafe y lugar para microondas. tiene dos aires acondicionados nuevos, calefón,  y un lavarropas chico, esta impecable buena orientación sol de la mañana, primero por escalera al frente.-Tiene azotea para tender la ropa si lo desean.-Gastos comunes Rejas en los dos balcones al frente.-Obligado y Rivera"
3800,,2023-10-05,0,0,0,0,Casa,Carrasco,A estrenar,Al frente,3,4,228,0,228,0,3,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"Divina PH desarrollada en dos plantas. Planta baja: Entrada a un amplio y luminoso living comedor con estufa a leña, salida a amplio jardín con pérgola y parrillero, toilette, gran cocina definida con estar diario. Dormitorio de servicio al fondo con lavadero. Planta alta: Tres dormitorios de buen tamaño (principal en suite con vestidor) y baño completo.AMENITIES Cuenta con seguridad controlada 24 horas. UBICACIÓN Barrio Parques es un moderno barrio jardín. Muy tranquilo con grandes espacios verdes, calles arboladas y plazoletas. Se encuentra a cinco minutos de colegios, centros comerciales y próximo al centro de Carrasco Gastos comunes $ 10.300 pesosContáctanos por mayor información o para coordinar una visita"
5000,ACAPULCO 1500,2023-09-29,1125,2,0,0,Apartamento,Carrasco,Excelente estado,Al frente,3,4,225,0,392,2012,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,"Alquiler de espectacular Apartamento 3 DORMITORIOS + servicio en Carrasco, Montevideo. Divino apartamento sobre la rambla de Carrasco, próximo a Arocena y Hotel Carrasco. Acceso a amplio living con salida a terraza con parrillero y privilegiadas vistas al mar! A través de 2 puertas corredizas se accede a dos ambientes conectados entre sí, comedor con salida a terraza y puerta a la cocina y estar intimo con otra terraza. Cocina de buen tamaño, cuenta con lavadero y dormitorio de servicio en suite. Hall de distribución con toilette, pasillo que conecta a tres dormitorios. Dormitorio principal en suite con vestidor y ambos dormitorios secundarios en suite. Edificio cuenta con divino jardín de uso común y piscina, living exterior y gimnasio equipado con sauna. Garaje para tres autos y box. Portería 24 horas.            .  Caracteristicas:  BOX,  COMEDOR,  DORMITORIO EN SUITE,  ESTAR,  GARAJE,  LAVADERO,  LIVING,  TOILETTE,  JACUZZI,  LOSA RADIANTE,  PLACARD EN COCINA,  PLACARD EN DORMITORIO,  PORTERIA,  SAUNA,  SEGURIDAD,  ALARMA,  COCINA,  HELADERA,  VISTA AL MAR *** (JPD-JPD-989)"
1000,Avenida italia 2800,2023-09-29,107,0,0,0,Apartamento,Carrasco,Buen estado,Al frente,1,4,74,0,82,1958,3,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alquiler de Apartamento 3 DORMITORIOS, Montevideo               Frente al Hospital de Clínicas, sobre Av. Italia y totalmente reciclado, para entrar.Muy buenas comodidades, construcción de las de antes, recibidor, living comedor al frente con salida a terraza, pisos de parquet. Cocina amplia con pasaplatos, doble mesada, luz y ventilación natural, entrada de servicio.Hall de distribución, tres dormitorios todos con placares nuevos, pisos de parquet, dos de ellos al frente. Baño completo todo renovado con mampara, placar y calefón instalado.IDEAL PARA ESTUDIANTES DEL INTERIOR.Opción de alquilar garage en el Edificio.           .  *** (ALH-ALH-485)"
800,BELGRANO,2023-10-06,107,3,3,5,Apartamento,Parque Batlle,A estrenar,Al frente,1,3,70,3,70,2023,2,2,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Este divino apartamento se encuentra ubicado a pasos del hospital de clinicas  y unviersidades , Parque Batlle, zona donde encuentra todos los servicios a la alcance de la manoAmplio living comedor al frente sumamente despejado y con solCocina definida con salida a comoda terraza2 dormitorios CON PLACARES!!!!!!Baño completo Garaje individual para 2 autos!!!!Barbacoa y solarium para poder disfrutar en el ultimo pisoSOMOS CORREDORES DE SEGUROS DE SURA Y PORTO SEGURO Y GESTIONAMOS SU GARANTIA DE ALQUILER MAS RAPIDO Y FACIL,CONSULTE POR OTRAS ASEGURADORAS Y GARANTIASTODOS NUESTROS APARTAMENTOS Y CASAS EN ALQUILER CUENTAN CON LA POSIBILIDAD DE ALQUILARSE CON MUEBLES CON UN PEQUEÑO COSTO ADICIONPor consultas comunicarse con Barasch propiedades a traves del *** o el *** "
525,18 DE JULIO Y EDUARDO ACEVEDO,2023-08-22,145,9,0,12,Oficina,Cordón,Excelente estado,Contrafrente,1,1,39,6,39,2017,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"ESPECTACULAR OFICINASobre 18 de Julio, edificio moderno, a metros de todas las oficinas públicas: BPS, DGI, BHU, Ministerios, etc.Monoambiente grande con puerta ventana sobre todo un lateral que da a hermosa terraza con mucho sol y ventilación.Luz natural durante todo el día.Placares.Baño de grandes dimensiones, completo.Cocina muy cómoda.Cuenta con cortinas rollers, calefón y aire acondicionado.Mobiliario a convenir.Alquiler con garage incluído: $21.000. Sin garage: $17.000 mensuales. Gastos comunes: $5.800.Cuenta con vigilancia las 24 horas. Horario de 9 a  18 hs de lunes a viernes. Sabados de 9 a 13 hs.ALQUILA VR PROPIEDADES *** / *** AGENDE SU VISITACOMISION UN MES DE ALQUILER MAS IVA"
1750,AVDA. LIBERTADOR 1700,2023-10-05,0,0,0,0,Local Comercial,Aguada,A estrenar,No aplica,1,1,78,0,78,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Alquiler de Local Comercial en AGUADA, MontevideoExcelente Local Comercial en zona de la Aguada, sobre Av. Libertador, en el edificio 01 Libertador, el cual cuenta con 80 apartamentos a estrenar. Ubicado en una esquina con muy buena visibilidad, en una zona en pleno crecimiento y con gran potencia. Se trata de un local a doble altura con gran espacio de exposición. Cuenta con acceso desde el hall del edificio y directo desde la calle. Muy buenas vidrieras, amplias y con excelente exposición. El local se entrega con piso técnico y con la preinstalación para colocar un aire acondicionado.Garaje fijo dentro del edificio incluido en el precio.            .  Caracteristicas:  ESTACIONAMIENTO,  PORTERIA,  SEGURIDAD,  SUM,  COCINA *** (ALH-ALH-496)"
27000,Avenida Italia 7274,2023-06-02,0,0,0,3,Oficina,Carrasco,Excelente estado,Al frente,3,6,1300,0,1300,2013,0,3,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"CARRASCO SUR:Edificio corporativo único por sus características y ubicación. Sobre Avda. Italia entre Gral. French y Lido. 1.300 m2 construidos sobre un terreno de 1.721 m2.Muy próximo al centro de Carrasco, de la Rambla y próximo al Aeropuerto Internacional de Carrasco, con excelente locomoción hacia el centro de la ciudad y a poco más de una hora de Punta del Este.Edificio en cuatro niveles que incluyen: Plantas de oficina con divisiones móviles + 12 baños - Ascensor - Comedor - 2 barbacoas – estacionamiento interior y exterior. Gran parque perimetral con fuente de agua y seguridad perimetral – Caseta de vigilancia - cerca eléctrica. Exclusa de acceso. Ascensor con caja de escalera contigua completamente cerrada.Inmejorable calidad de construcción que contempla todos los detalles de la tecnología moderna, Aire Acond. y cableado de tensiones débiles.Barbacoa de planta baja con jardín y barbacoa en azotea.Instalaciones de última generación. Todo en impecable estado.ALQUILER U$S 27.000OCUPACION INMEDIATA!!! Comercializa RICARDO FRECHOU PROPIEDADES - Rostand 1596 - Teléfonos.: *** o *** E-mail: *** "
850,Distrito M,2023-09-13,175,5,0,0,Apartamento,Malvín,Excelente estado,Al frente,1,3,55,0,55,0,2,0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Referencia 2113Alquiler hermoso apartamento en Distrito M!2 dormitorios, vista despejada.Se aceptan mascotas.Alquiler $34000Gastos comunes $7000Garantias: Anda, CGN, Aseguradoras.¡Coordine su visita!B&M Bienes Raices "
800,Ramon Masini ,2023-10-04,197,3,0,0,Apartamento,Pocitos,Excelente estado,Contrafrente,1,3,65,0,65,0,2,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Referencia 2133Alquiler amplio apartamento de 2 dormitorios en PocitosGaraje.Masini y ChucarroA pasos de Rambla!Alquiler $32000Gastos comunes $7900Garantias: Se evaluan¡Coordine su visita!B&M Bienes Raices 
587,Dr. Enrique Tarigo,2023-10-04,107,9,0,0,Apartamento,Centro,Excelente estado,Al frente,1,2,41,0,41,0,1,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Referencia 2132Alquiler apartamento 1 dormitorio en excelente ubicación en zona CentroA pasos de Av 18 de Julio.Alquiler $23500Gastos comunes $4300Garantías: Anda, CGN, Porto.-¡Coordine su visita!B&M Bienes Raices"
587,Av. Italia 4500,2023-10-06,87,4,0,0,Apartamento,Malvín,A estrenar,No aplica,1,2,49,0,53,2023,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Alquiler de Apartamento 1 DORMITORIO en Malvin, Montevideo.Apartamento en alquiler a estrenar en el edificio Nostrum Malvín. Luminoso apartamento de 1 dormitorio. Living comedor con salida a terraza de uso exclusivo. Se entrega con un equipo de aire acondicionado.El edificio cuenta con:-Hall de doble altura con mobiliario contemporáneo-Previsión para portería-Seguridad a través de CCTV-Control de acceso con tarjeta magnética-Unidades con cerradura digital-Gimnasio-Equipamiento fitness exterior-Juegos para niños-Parrilleros exteriores pergolados-2 Sums equipados con parrilleros y cocina integrada-Espacio co-work-Pet Garden-Zen GardenComisión inmobiliaria: 1 mes + iva.           .  *** (JPD-JPD-1380)"
1200,,2023-10-04,0,0,0,0,Apartamento,Ciudad Vieja,Excelente estado,Al frente,1,2,46,0,46,0,1,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"Apartamento tipo loft ubicado en plena Ciudad Vieja en calle Reconquista, a metros del Teatro Solis y próximo a la plaza Independencia. Living muy soleado y luminoso con chimenea y terraza, cocina integrada con barra, En el piso superior se encuentra un baño completo, dormitorio con placares y una área de escritorio. Ambos ambientes tienen aire acondicionado. El loft se encuentra completamente amoblado y equipado con refrigerador, microondas, lavavajilla, lavarropas, electrodomésticos, ropa de cama y wifi.  GASTOS COMUNES Y WIFI INCLUIDOS EN EL PRECIO. CONTRATO DE ARRIENDO  ANUAL O TEMPORAL Uruguay Inmuebles. Comunícate con nosotros en caso de querer mayor información o si deseas coordinar una visita. Whats app *** "
5500,Libertad 2890,2023-09-13,0,0,0,0,Local Comercial,Pocitos,Excelente estado,Al frente,3,6,561,0,561,0,0,2,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,"Alquiler de gran local en Pocitos.Apto para todo rubro, gran potencial.Ideal clínica, empresa de software o Cowork.Padrón único con entrada hacia la calle Libertad y entrada posterior por la calle Marcelino Izcua Barbat.Gran potencial para todo rubroEntrada con reja perimetral con apertura a distancia y rampa de accesibilidad.Gran recepción con jardín natural vertical con sistema de riego automático instalado, 8 privados, 4 baños (uno de ellos accesible) y kitchenette.Al fondo gran deposito con otro privado o habitación de servidores. Desde el depósito se accede a patio posterior que da hacia la calle Marcelino Izcua con entrada para vehículos y espacio para guardar 1 o 2 coches. Otra habitación independiente de buen tamaño.El local se encuentra equipado con aires acondicionados tanto en recepción como privados, alarma contra incendios y luminarias.Garantías: Porto y BHURealmente vale la pena verlo.No dude en consultar.Comercializa Rossana Bonora Propiedades"
